         28691456 function calls (27889897 primitive calls) in 90.623 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:1371(__array__)
      874    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\cbook\__init__.py:1645(<lambda>)
   200/70    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:2356(<lambda>)
      378    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\lib\stride_tricks.py:26(_maybe_view_as_subclass)
     1037    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\path.py:251(should_simplify)
      472    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\text.py:817(get_position)
     1072    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\backend_bases.py:154(open_group)
       32    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\spines.py:369(_calc_offset_transform)
       24    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\figure.py:652(get_children)
        8    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\IPython\core\formatters.py:949(__call__)
      484    0.000    0.000    0.000    0.000 {method 'get_width_height' of 'matplotlib.ft2font.FT2Font' objects}
       16    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\figure.py:968(set_facecolor)
        8    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_base.py:2708(set_axisbelow)
      128    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\scale.py:78(__init__)
      800    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\artist.py:666(get_path_effects)
      328    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\cbook\__init__.py:972(<listcomp>)
       22    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_base.py:3064(get_xbound)
      802    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\artist.py:555(get_gid)
     1072    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\backend_bases.py:161(close_group)
       16    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\threading.py:505(__init__)
     1037    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\path.py:230(simplify_threshold)
      802    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\backend_bases.py:840(get_snap)
      756    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\lib\stride_tricks.py:121(<genexpr>)
        8    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\figure.py:168(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\ma\core.py:5632(min)
      153    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\cbook\__init__.py:143(__init__)
      713    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\markers.py:264(get_fillstyle)
        8    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\jupyter_client\session.py:570(msg_header)
      136    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\text.py:345(<listcomp>)
      571    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\markers.py:333(_set_nothing)
      802    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\backend_bases.py:983(get_hatch_color)
       28    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\core\_methods.py:44(_any)
       18    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:921(intervaly)
      866    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\lib\stride_tricks.py:202(_broadcast_arrays_dispatcher)
       16    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\jupyter_client\jsonutil.py:86(date_default)
      246    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\image.py:127(<genexpr>)
       34    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axis.py:807(limit_range_for_scale)
      242    0.000    0.000    0.000    0.000 {built-in method math.sin}
        8    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\figure.py:115(add)
       48    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\figure.py:898(<genexpr>)
      558    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\backend_bases.py:957(set_snap)
       16    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\patches.py:818(set_bounds)
      802    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\backend_bases.py:991(get_hatch_linewidth)
      160    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\ticker.py:1651(__call__)
       96    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\figure.py:235(_update_this)
       84    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_base.py:3289(get_xscale)
      700    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axis.py:340(<genexpr>)
      428    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
       30    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_base.py:3520(get_ylim)
        8    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\figure.py:1624(clf)
      802    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\backend_bases.py:759(restore)
       17    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_base.py:1304(set_adjustable)
      243    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
      350    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\backend_bases.py:897(set_dashes)
       78    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\patches.py:450(set_joinstyle)
      242    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\backends\backend_agg.py:237(get_canvas_width_height)
      118    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:297(y0)
       16    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\backend_bases.py:1665(draw_event)
        8    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\copy.py:66(copy)
      666    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\core\fromnumeric.py:3033(_ndim_dispatcher)
      512    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\ticker.py:224(set_axis)
      707    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\cbook\__init__.py:1789(<listcomp>)
      558    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\artist.py:608(get_sketch_params)
        8    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\figure.py:1934(sca)
       96    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1017(_handle_fromlist)
      320    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\ticker.py:280(set_locs)
        8    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\figure.py:1102(_process_projection_requirements)
    25/19    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
       16    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:1603(__init__)
        8    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\backend_bases.py:2491(__init__)
       24    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\figure.py:779(set_canvas)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\cm.py:386(autoscale_None)
      194    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\lines.py:1445(is_dashed)
       16    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\figure.py:958(set_edgecolor)
       32    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\cbook\__init__.py:444(open_file_cm)
        5    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\colors.py:997(autoscale_None)
       86    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\patches.py:264(set_antialiased)
        5    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:534(anchored)
      505    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\markers.py:289(get_marker)
      726    0.000    0.000    0.000    0.000 {method 'get_descent' of 'matplotlib.ft2font.FT2Font' objects}
       16    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_base.py:130(__init__)
      467    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axis.py:154(<dictcomp>)
       14    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.ndarray' objects}
        8    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(unravel_index)
       32    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:1634(_set)
       14    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_base.py:2438(<listcomp>)
       24    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\text.py:533(set_clip_box)
       24    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:886(x0)
      465    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\artist.py:789(get_clip_on)
       21    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\figure.py:915(get_size_inches)
       24    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:891(y0)
      537    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\core\fromnumeric.py:2320(_all_dispatcher)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\ma\core.py:5766(max)
       16    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:911(p1)
      708    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
       16    0.000    0.000    0.000    0.000 {method 'isoformat' of 'datetime.datetime' objects}
       14    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.generic' objects}
      242    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\text.py:226(_get_multialignment)
      242    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        8    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\IPython\lib\pretty.py:339(__init__)
       60    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:62(_path_join)
        2    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\inspect.py:3020(bind)
      707    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\cbook\__init__.py:1794(<listcomp>)
        5    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:581(shrunk_to_aspect)
      400    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\backend_bases.py:949(set_url)
       24    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\figure.py:486(set_tight_layout)
       96    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\cycler.py:225(__iter__)
      281    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
        8    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\figure.py:512(set_constrained_layout)
        2    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\inspect.py:2889(_bind)
        2    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\ma\core.py:7803(asarray)
       16    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\backend_bases.py:150(__init__)
      496    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\artist.py:797(get_clip_path)
      344    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\cbook\__init__.py:922(<listcomp>)
       32    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axis.py:1026(_set_artist_props)
       16    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_base.py:143(set_prop_cycle)
        8    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\figure.py:108(bubble)
       16    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\IPython\lib\pretty.py:168(group)
       16    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\cbook\__init__.py:388(to_filehandle)
      242    0.000    0.000    0.000    0.000 {method 'get_bitmap_offset' of 'matplotlib.ft2font.FT2Font' objects}
      104    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\text.py:348(<listcomp>)
      326    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\core\fromnumeric.py:2017(_clip_dispatcher)
      484    0.000    0.000    0.000    0.000 {built-in method math.radians}
       16    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\weakref.py:51(_cb)
       78    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\patches.py:469(set_hatch)
       22    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\ma\core.py:677(getdata)
       14    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axis.py:988(get_inverted)
       24    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_base.py:898(set_axes_locator)
        8    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\jupyter_client\session.py:224(msg_header)
      381    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:2043(get_matrix)
        8    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\figure.py:1072(_make_key)
       20    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\re.py:248(compile)
      256    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\backend_bases.py:880(set_clip_rectangle)
       16    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\threading.py:222(__init__)
        8    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:770(null)
       81    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_base.py:3672(get_yscale)
       34    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
      165    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axis.py:795(get_scale)
        8    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\backend_bases.py:2198(mpl_disconnect)
       14    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_base.py:2441(<listcomp>)
        8    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\ma\core.py:3687(filled)
      460    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\artist.py:793(get_clip_box)
       16    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\IPython\lib\pretty.py:264(begin_group)
      160    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axis.py:759(get_remove_overlapping_locs)
        8    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\IPython\lib\pretty.py:185(__init__)
      320    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\core\fromnumeric.py:2473(_ptp_dispatcher)
      206    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\path.py:603(unit_rectangle)
       20    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\warnings.py:181(_add_filter)
        8    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\ipykernel\pylab\backend_inline.py:175(_fetch_figure_metadata)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\cbook\__init__.py:794(safe_masked_invalid)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(nanmin)
       16    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\cbook\__init__.py:690(push)
        8    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\IPython\utils\decorators.py:41(wrapper)
       52    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\core\_ufunc_config.py:437(__init__)
       16    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:1614(_init)
        7    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_base.py:2415(<listcomp>)
       16    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\cbook\__init__.py:180(_remove_proxy)
        8    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\figure.py:1882(_set_artist_props)
        8    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\cbook\__init__.py:190(disconnect)
       40    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\image.py:827(__init__)
      104    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
      242    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\text.py:548(get_wrap)
        2    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\lib\nanfunctions.py:230(nanmin)
      242    0.000    0.000    0.000    0.000 {built-in method math.cos}
        5    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_base.py:1414(get_data_ratio)
      320    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\core\fromnumeric.py:1800(_nonzero_dispatcher)
        8    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\hmac.py:98(copy)
       16    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\backends\backend_agg.py:102(_update_methods)
        8    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\jupyter_client\session.py:155(utcnow)
      240    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\spines.py:205(get_path)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\image.py:183(__init__)
      160    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axis.py:1339(<listcomp>)
      364    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\artist.py:778(get_in_layout)
        8    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\rcsetup.py:192(validate_axisbelow)
        8    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\figure.py:1091(fixlist)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\ma\core.py:290(_extremum_fill_value)
       96    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\IPython\lib\pretty.py:305(_get_mro)
      242    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\text.py:724(get_color)
      246    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\artist.py:763(get_alpha)
       24    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:901(y1)
        8    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\ma\core.py:3177(__getitem__)
        8    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\ipython_genutils\py3compat.py:19(encode)
       24    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:896(x1)
       96    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\cycler.py:138(keys)
        8    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\cbook\__init__.py:720(bubble)
      242    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\text.py:253(get_rotation_mode)
      128    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\ticker.py:536(set_useOffset)
       20    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\warnings.py:458(__enter__)
        8    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\ipykernel\pylab\backend_inline.py:59(draw_if_interactive)
        8    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\gridspec.py:184(__init__)
       16    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:2093(__init__)
       12    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_base.py:3464(get_ybound)
      208    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\markers.py:330(get_snap_threshold)
        2    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\colors.py:254(to_rgba_array)
        8    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\hmac.py:130(hexdigest)
      208    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\markers.py:324(get_alt_path)
        4    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\lib\histograms.py:337(_unsigned_subtract)
        7    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_base.py:3050(xaxis_inverted)
       24    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\IPython\lib\pretty.py:479(enq)
        5    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_base.py:281(_getdefaults)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\image.py:867(get_window_extent)
       16    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\textpath.py:25(__init__)
       88    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\IPython\core\formatters.py:274(_get_type)
        7    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_base.py:3450(yaxis_inverted)
